word,definition,sentence,synonyms,tags
extricate,To free someone or something from a difficult or tangled situation.,We extricated Dad from the folding lawn chair after first agreeing never to discuss the incident again.,free; disentangle; release; rescue,Blue and White - Easy
facilitate,To make an action or process easier.,"The teacher used snacks to facilitate discussion, accidentally proving that granola bars can improve democracy.",ease; assist; enable; expedite,Blue and White - Easy
fastidious,"Very careful about cleanliness, detail, or correctness.",The fastidious cat refused to drink from his bowl because one hair was floating in it—his own.,meticulous; particular; fussy; exacting,Blue and White - Easy
fertile,Able to produce abundant crops or offspring; productive in ideas.,My nephew has a fertile imagination in which every missing sock is evidence of an underground civilization.,productive; fruitful; rich; fecund,Blue and White - Easy
fervor,Intense passion or enthusiasm.,Dad defended his preferred brand of charcoal with the fervor of a revolutionary pamphleteer.,zeal; passion; ardor; enthusiasm,Blue and White - Easy
finesse,Skillful handling of a delicate situation.,"With impressive finesse, Grandma changed the subject just before Uncle Ted began discussing politics at Thanksgiving.",tact; skill; delicacy; dexterity,Blue and White - Easy
flagrant,Obviously and shockingly wrong or offensive.,The dog's flagrant theft of the sandwich occurred in full view of six witnesses and one security camera.,glaring; blatant; egregious; outrageous,Blue and White - Easy
flourish,To grow or develop successfully; to thrive.,"The basil flourished after I stopped ""helping"" it and let Grandma take over.",thrive; prosper; bloom; develop,Blue and White - Easy
fortuitous,"Happening by chance, often with a fortunate result.",It was fortuitous that I missed my train because the next platform had a doughnut shop.,accidental; chance; serendipitous; unexpected,Blue and White - Easy
fortunate,Lucky or favored by good circumstances.,I was fortunate to find my lost wallet before the dog discovered its leather-based culinary potential.,lucky; blessed; favorable; auspicious,Blue and White - Easy
frail,"Physically weak, delicate, or easily damaged.",The frail antique chair survived 120 years and then met my cousin after Thanksgiving dinner.,delicate; weak; fragile; feeble,Blue and White - Easy
frank,"Open, honest, and direct.","The doctor was frank: ""You need more exercise, and carrying snacks upstairs does not count.""",candid; direct; honest; forthright,Blue and White - Easy
fundamental,"Basic, essential, or forming a necessary foundation.",A fundamental rule of family travel is that someone will need the bathroom five minutes after departure.,basic; essential; foundational; primary,Blue and White - Easy
garner,"To gather, earn, or collect.",The puppy garnered more applause for sneezing than I did for completing my entire presentation.,gather; collect; earn; acquire,Blue and White - Easy
giddy,Dizzy or wildly excited.,"I became giddy when the waiter said ""unlimited breadsticks,"" which may reveal too much about my ambitions.",dizzy; exhilarated; gleeful; lightheaded,Blue and White - Easy
gouge,To dig or cut deeply; also to charge an unfairly high price.,"The stadium gouged me twelve dollars for water, so I briefly considered drinking from the decorative fountain.",scoop; carve; overcharge; extort,Blue and White - Easy
grant,To give or formally allow something requested.,"After lengthy negotiations, Mom granted the children permission to stay up an extra eleven minutes.",bestow; allow; confer; award,Blue and White - Easy
graphic,"Vividly detailed, especially in a way that is striking or disturbing; also visual.",Grandpa gave a graphic description of his knee surgery just as the appetizers arrived.,vivid; explicit; visual; detailed,Blue and White - Easy
gratify,To satisfy or please a desire or person.,"It gratified me enormously when the cat finally chose my lap, until I realized I was sitting beside the tuna.",please; satisfy; delight; fulfill,Blue and White - Easy
gratifying,"Giving pleasure, satisfaction, or a sense of achievement.","It was gratifying to finish the puzzle, especially after three days of accusing the manufacturer of hiding a piece.",satisfying; rewarding; pleasing; fulfilling,Blue and White - Easy
gregarious,Sociable and fond of company.,The gregarious golden retriever greeted every person at the park as a long-lost business partner.,sociable; outgoing; convivial; friendly,Blue and White - Easy
gullible,Too easily persuaded to believe something.,My gullible cousin believed me when I said the elevator required a password and spent five minutes guessing.,credulous; naive; trusting; unsuspecting,Blue and White - Easy
hamper,To hinder or obstruct progress.,My attempt to cook dinner was hampered by the smoke alarm's relentless criticism.,hinder; impede; obstruct; restrict,Blue and White - Easy
hedonism,The belief that pleasure is a primary or important goal of life.,"My weekend hedonism consisted of pancakes, pajamas, and refusing to acknowledge the existence of errands.",pleasure-seeking; indulgence; sensualism; self-indulgence,Blue and White - Easy
hilarity,Boisterous laughter or great amusement.,Hilarity erupted when Dad discovered he had worn one slipper and one dress shoe to the restaurant.,laughter; merriment; amusement; mirth,Blue and White - Easy
hinder,To make progress difficult or slow.,The toddler hindered our packing by removing every item from the suitcase as soon as we put it in.,hamper; impede; obstruct; delay,Blue and White - Easy
homogenous,Of the same kind or type throughout; often used similarly to homogeneous.,The committee was so homogenous that all six members arrived wearing nearly identical blue sweaters.,uniform; alike; similar; homogeneous,Blue and White - Easy
humble,Modest about one's importance or ability; not grand or luxurious.,"Despite winning the spelling bee, Maya remained humble and only wore her medal to breakfast, lunch, and dinner.",modest; unassuming; meek; simple,Blue and White - Easy
humility,A modest view of one's own importance or abilities.,Dad showed admirable humility by admitting the GPS had been right for the first 173 miles.,modesty; humbleness; meekness; unpretentiousness,Blue and White - Easy
husband,To use or manage resources carefully and economically.,Grandpa husbands paper towels so carefully that one sheet can apparently survive an entire weekend.,conserve; economize; preserve; manage,Blue and White - Easy
hypocrite,A person who claims moral standards or beliefs that their own behavior contradicts.,My brother called me a hypocrite for banning snacks in the car while eating pretzels at a red light.,phony; pretender; dissembler; sanctimonious person,Blue and White - Easy
hypothesis,A proposed explanation that can be tested or investigated.,My hypothesis was that the dog ate the homework; the shredded algebra sheet in his bed strengthened the theory.,theory; proposition; assumption; conjecture,Blue and White - Easy
illicit,"Illegal, forbidden, or not permitted.",The children operated an illicit candy exchange behind the sofa with pricing sophisticated enough to alarm economists.,illegal; unlawful; forbidden; prohibited,Blue and White - Easy
illuminate,To light up; to make something clearer or easier to understand.,"The flashlight illuminated the basement and, unfortunately, the enormous spider we had been happier not understanding.",light; clarify; enlighten; explain,Blue and White - Easy
impartial,Fair and not favoring one side over another.,"We chose Grandma as an impartial judge of the pie contest, forgetting that she had baked one of the pies.",unbiased; neutral; objective; disinterested,Blue and White - Easy
impede,"To slow, block, or obstruct progress.",My progress down the hallway was impeded by a cat lying sideways with the confidence of a fallen tree.,hinder; obstruct; hamper; delay,Blue and White - Easy
imperturbable,"Unable to be upset, disturbed, or excited easily.",The imperturbable flight attendant smiled calmly while a passenger tried to store a cello in the overhead bin.,unflappable; calm; composed; serene,Blue and White - Easy
impose,To force something unwelcome or burdensome on someone.,Uncle Ted imposed his vacation slideshow on us with the grim efficiency of a tax audit.,force; inflict; levy; burden,Blue and White - Easy
impulsive,Acting suddenly without careful thought.,"In an impulsive moment, I bought a kayak despite living nowhere near water.",rash; impetuous; spontaneous; hasty,Blue and White - Easy
inception,The beginning or starting point of something.,"From its inception, the family group chat was doomed by Grandpa discovering GIFs.",beginning; origin; commencement; outset,Blue and White - Easy
inclination,"A tendency, preference, or slope.","My natural inclination is to exercise in the morning, provided ""exercise"" means turning over and ""morning"" means noon.",tendency; preference; leaning; propensity,Blue and White - Easy
inclusive,Including a wide range of people or things and not excluding relevant groups.,"The picnic was inclusive: children, grandparents, dogs, and one squirrel who contributed nothing financially.",all-embracing; comprehensive; welcoming; broad,Blue and White - Easy
incongruous,Out of place or not matching its surroundings.,"The pink flamingo looked incongruous in the solemn boardroom, especially because someone had given it a tie.",incompatible; inappropriate; mismatched; discordant,Blue and White - Easy
incorporate,To include something as part of a whole.,I incorporated vegetables into dinner by putting one parsley leaf beside the pizza.,include; integrate; combine; assimilate,Blue and White - Easy
indefatigable,Unable to be tired out; persistently energetic.,"The indefatigable toddler asked ""why?"" for three straight hours while every adult visibly aged.",tireless; persistent; unwearying; energetic,Blue and White - Easy
indifferent,"Having no particular interest, sympathy, or preference.","The cat was indifferent to my apology, my explanation, and apparently my continued residence in the house.",unconcerned; apathetic; neutral; detached,Blue and White - Easy
indigenous,Originating naturally in a particular place; native.,The guide explained which plants were indigenous while I nodded respectfully beside a shrub I had mistaken for poison ivy.,native; local; original; aboriginal,Blue and White - Easy
induce,To cause or persuade something to happen.,The smell of cinnamon rolls induced me to abandon my diet with remarkable scientific consistency.,cause; bring about; persuade; prompt,Blue and White - Easy
indulge,"To allow oneself or another to enjoy a pleasure, often excessively.","I indulged in one small dessert, followed by three equally small desserts standing very close together.",treat; pamper; gratify; spoil,Blue and White - Easy
inept,Lacking skill or ability.,My inept attempt to fix the faucet improved nothing except the kitchen's resemblance to a water park.,incompetent; clumsy; unskilled; maladroit,Blue and White - Easy
inevitable,Certain to happen; unavoidable.,"Once Grandpa said, ""I don't need the instructions,"" disaster became inevitable.",unavoidable; certain; inescapable; assured,Blue and White - Easy
infamous,Well known for something bad or disgraceful.,The cafeteria became infamous for a mystery casserole that could allegedly remove paint.,notorious; disreputable; scandalous; notorious,Blue and White - Easy
inhibit,"To restrain, prevent, or slow down an action or process.",Nothing inhibits dancing like realizing the curtains are open and the neighbors are applauding.,restrain; hinder; suppress; impede,Blue and White - Easy
initiate,To begin a process or cause something to start.,The dog initiated negotiations by dropping the stolen sock at my feet and demanding cheese.,begin; launch; commence; instigate,Blue and White - Easy
innate,Existing naturally from birth rather than learned.,My niece has an innate ability to locate hidden candy with the precision of military radar.,inborn; inherent; natural; instinctive,Blue and White - Easy
innocuous,Harmless and unlikely to cause offense or damage.,The innocuous-looking button turned out to activate the office sprinkler system.,harmless; benign; safe; inoffensive,Blue and White - Easy
innovative,"Introducing new ideas, methods, or designs.",My son's innovative method of cleaning his room involved moving everything into the hallway.,inventive; original; creative; pioneering,Blue and White - Easy
inquisitive,Curious and eager to learn or ask questions.,"The inquisitive child asked the museum guide seventeen questions, nine of which involved whether dinosaurs could drive.",curious; questioning; probing; interested,Blue and White - Easy
intermittent,Occurring at irregular intervals rather than continuously.,"The Wi-Fi was intermittent, working only when nobody urgently needed it.",periodic; sporadic; occasional; irregular,Blue and White - Easy
intricate,"Very detailed, complex, or complicated.",The intricate birthday cake had sugar flowers so realistic that a bee attempted a reservation.,complex; elaborate; detailed; involved,Blue and White - Easy
kindle,"To start a fire; figuratively, to awaken or inspire a feeling.",The documentary kindled my interest in astronomy and my sudden desire to buy an unnecessarily powerful telescope.,ignite; inspire; arouse; spark,Blue and White - Easy
languor,A pleasant or weary lack of energy; sluggishness.,Sunday-afternoon languor settled over the family so completely that even the dog yawned before barking.,lethargy; sluggishness; lassitude; torpor,Blue and White - Easy
lavish,"Very generous, abundant, or luxurious; to give in large amounts.","Grandma lavished praise on my casserole, which was suspicious because she immediately ordered pizza.",extravagant; abundant; sumptuous; bestow,Blue and White - Easy
lenient,Not strict or severe in punishment or rules.,"The lenient referee allowed one do-over, two warnings, and apparently a brief snack break during the penalty kick.",merciful; tolerant; permissive; mild,Blue and White - Easy
levity,Humor or lightness in a serious situation.,"The surgeon introduced levity by saying, ""Good news: I definitely watched the tutorial twice.""",humor; lightheartedness; mirth; frivolity,Blue and White - Easy
linger,To remain somewhere longer than expected or be slow to disappear.,The smell of burnt popcorn lingered for so long that it seemed to acquire voting rights.,remain; stay; persist; loiter,Blue and White - Easy
lithe,"Gracefully thin, flexible, and easily moving.",The lithe gymnast folded into a pretzel while I injured myself attempting to touch one sock.,supple; graceful; flexible; limber,Blue and White - Easy
loathe,To hate intensely.,I loathe alarm clocks because they begin every conversation by shouting.,abhor; detest; despise; hate,Blue and White - Easy
lucid,Clear and easy to understand; mentally clear.,"The instructions were finally lucid after Grandma translated them from ""manufacturer"" into English.",clear; intelligible; coherent; understandable,Blue and White - Easy
meek,"Quiet, gentle, and not assertive.",The meek rabbit looked harmless until someone approached his carrot.,gentle; submissive; mild; humble,Blue and White - Easy
melancholy,"A deep, thoughtful sadness.",A strange melancholy came over Dad when he found his old cassette tapes and realized nobody knew what they were.,sadness; gloom; wistfulness; sorrow,Blue and White - Easy
meticulous,Extremely careful about small details.,"The meticulous baker measured every ingredient precisely, then screamed when I eyeballed the vanilla.",exacting; fastidious; painstaking; precise,Blue and White - Easy
mingle,To mix or socialize with others.,"At the party, I mingled confidently until I realized I had been talking to the coat rack.",mix; socialize; blend; circulate,Blue and White - Easy
misanthrope,A person who dislikes or distrusts humanity.,"The neighborhood misanthrope installed a welcome mat reading, ""Please Reconsider.""",cynic; recluse; people-hater; curmudgeon,Blue and White - Easy
miser,A person who hoards money and hates spending it.,The miser reused birthday candles so long that the number 7 had celebrated four different decades.,cheapskate; skinflint; hoarder; penny-pincher,Blue and White - Easy
mitigate,"To make something less severe, harmful, or painful.",We mitigated the long meeting by placing doughnuts near the exit.,lessen; alleviate; reduce; moderate,Blue and White - Easy
moderate,Not extreme; to make something less intense or to oversee a discussion.,I tried to moderate my caffeine intake by drinking coffee from a slightly smaller bucket.,temper; lessen; regulate; reasonable,Blue and White - Easy
modest,Not boastful; limited or moderate in size or amount.,"He made the modest claim that his chili was ""pretty good,"" then displayed three trophies and a newspaper clipping.",humble; unassuming; moderate; restrained,Blue and White - Easy
monotony,Tedious sameness or lack of variety.,The monotony of folding laundry was broken when I discovered a sock that belonged to nobody in the family.,repetition; sameness; tedium; uniformity,Blue and White - Easy
morose,"Gloomy, sullen, and ill-tempered.",The morose teenager stared at breakfast as though the pancakes had personally disappointed him.,gloomy; sullen; dour; melancholy,Blue and White - Easy
munificent,"Extremely generous, especially with money or gifts.",Our munificent aunt gave every child a generous check and every parent a terrifyingly loud toy.,generous; lavish; bountiful; liberal,Blue and White - Easy
myth,"A traditional story, or a widely held but false belief.",The myth that cats are independent collapses whenever I close the bathroom door.,legend; fable; misconception; folklore,Blue and White - Easy
nefarious,"Wicked, criminal, or evil.","The toddler's nefarious plan involved a permanent marker, a sleeping father, and suspicious silence.",wicked; villainous; evil; sinister,Blue and White - Easy
novel,"New, original, or unusual; also a long work of fiction.",Her novel solution to the broken umbrella was to wear the trash bag and carry the umbrella for emotional support.,original; new; innovative; unusual,Blue and White - Easy
nullify,To cancel something's effect or make it legally invalid.,The extra hour at the gym was nullified by the milkshake I purchased on the walk home.,cancel; invalidate; negate; void,Blue and White - Easy
obscure,"Not well known, hard to understand, or hidden from view.",The professor cited an obscure philosopher whose complete works apparently fit on one missing napkin.,unknown; unclear; hidden; arcane,Blue and White - Easy
opaque,Not transparent; difficult to understand.,"The contract was so opaque that the sentence defining ""simple cancellation"" occupied two pages.",cloudy; nontransparent; obscure; unclear,Blue and White - Easy
opportune,Occurring at a particularly suitable or convenient time.,The power outage was opportune because it interrupted Dad exactly as his vacation slideshow reached slide 213.,timely; advantageous; favorable; convenient,Blue and White - Easy
optimistic,Expecting good things to happen.,"The optimistic camper packed sunscreen despite a forecast featuring rain, hail, and something called ""localized frogs.""",hopeful; positive; sanguine; confident,Blue and White - Easy
orthodox,Following traditional or established beliefs and practices.,"Grandma's orthodox method of making pie does not recognize ""protein powder crust"" as a legitimate innovation.",traditional; conventional; established; conservative,Blue and White - Easy
pacifist,A person who opposes war and violence.,The committed pacifist refused to fight over the last cookie and instead negotiated for half plus frosting rights.,peace-lover; noncombatant; peacemaker; antiwar advocate,Blue and White - Easy
painstaking,Done with extreme care and effort.,"After painstakingly arranging the cupcakes by color, I watched a toddler reorganize them by ""licked"" and ""not yet licked.""",meticulous; careful; thorough; laborious,Blue and White - Easy
parody,A humorous imitation that exaggerates features of the original.,My brother's parody of Dad's morning routine included reading imaginary headlines and complaining about the thermostat.,spoof; satire; imitation; send-up,Blue and White - Easy
partisan,"Strongly supporting one side, group, or party.",The partisan referee insisted his son's team had never committed a foul in recorded history.,biased; one-sided; devoted; factional,Blue and White - Easy
paucity,A small or insufficient amount.,The paucity of snacks at the meeting caused unrest before the agenda reached item two.,scarcity; dearth; shortage; lack,Blue and White - Easy
perceptive,Quick to notice and understand things.,"The perceptive toddler noticed that ""maybe later"" sounded suspiciously like ""never.""",insightful; observant; discerning; astute,Blue and White - Easy
peripheral,On or near the outer edge; secondary rather than central.,"The dessert menu was supposedly peripheral to dinner, but everyone knew it was the real agenda.",outer; marginal; secondary; incidental,Blue and White - Easy
pessimism,The tendency to expect bad outcomes.,My pessimism about assembling the desk was confirmed when Step One required a tool I had never seen.,negativity; gloom; cynicism; defeatism,Blue and White - Easy
pivotal,Crucially important to what happens next.,The pivotal moment in the game came when Grandma put on her reading glasses and started keeping score properly.,crucial; central; decisive; critical,Blue and White - Easy
plagiarism,Presenting someone else's words or ideas as your own without credit.,"His plagiarism was obvious because the fifth-grade essay suddenly contained the phrase ""postindustrial socioeconomic paradigm.""",copying; theft; appropriation; piracy,Blue and White - Easy
platitude,"A dull, overused statement presented as meaningful.","The coach's platitude ""give 110 percent"" confused the math team more than it inspired them.",cliché; truism; commonplace; bromide,Blue and White - Easy
plethora,A very large or excessive amount.,"We own a plethora of reusable water bottles, none of which can be found when someone is thirsty.",abundance; excess; profusion; multitude,Blue and White - Easy
prestige,High respect or status earned through success or reputation.,"The restaurant gained prestige after a celebrity ate there, though he had actually stopped only to use the restroom.",status; distinction; esteem; renown,Blue and White - Easy
presumptuous,"Too bold in assuming privilege, authority, or familiarity.",It was presumptuous of the raccoon to take my sandwich and then inspect the chips for a better flavor.,audacious; forward; arrogant; overconfident,Blue and White - Easy
prevalent,Common or widespread in a particular place or time.,Matching fleece vests were so prevalent at the conference that I briefly thought they were uniforms.,common; widespread; pervasive; frequent,Blue and White - Easy
proclivity,A natural tendency or strong inclination.,My dog has a proclivity for stealing socks specifically when guests are present.,tendency; inclination; propensity; penchant,Blue and White - Easy
proficient,Skilled and competent at doing something.,"After three lessons, I became proficient at piano in the narrow sense that I could locate the piano.",skilled; adept; capable; expert,Blue and White - Easy
profuse,Abundant or produced in large amounts.,"Dad offered profuse apologies after discovering that the ""quiet setting"" on the leaf blower did not exist.",abundant; copious; lavish; plentiful,Blue and White - Easy
profusion,An abundance or very large quantity.,The garden exploded in a profusion of flowers and one zucchini apparently large enough to attend college.,abundance; plethora; plenty; mass,Blue and White - Easy
proliferate,To increase or spread rapidly.,Charging cables proliferated in our junk drawer until scientists may need to classify them as a new ecosystem.,multiply; spread; expand; burgeon,Blue and White - Easy
prolific,"Producing many works, results, or offspring.",The prolific author wrote six novels in a year; I completed two emails and needed a nap.,productive; abundant; fertile; fruitful,Blue and White - Easy
prominent,"Important, well known, or easily noticeable.","The mayor was prominent in the photograph, although the llama beside him received considerably more attention.",notable; distinguished; conspicuous; leading,Blue and White - Easy
propensity,A natural tendency or inclination.,"My uncle has a propensity to begin stories with ""This won't take long"" shortly before everyone misses dinner.",tendency; inclination; proclivity; disposition,Blue and White - Easy
prosperity,"A state of wealth, success, or flourishing.",The lemonade stand entered a period of prosperity after the children began selling coffee to exhausted parents.,wealth; success; affluence; flourishing,Blue and White - Easy
provocative,"Likely to cause thought, reaction, anger, or controversy.",The provocative cafeteria proposal suggested replacing Friday pizza with steamed turnips and immediately united the student body.,stimulating; controversial; inflammatory; challenging,Blue and White - Easy
provoke,"To cause a reaction, especially anger or action.",Nothing provokes the cat like moving him two inches from the exact chair he selected.,incite; trigger; irritate; stimulate,Blue and White - Easy
pugnacious,Eager or quick to argue or fight.,The pugnacious Chihuahua challenged a Great Dane whose head was larger than his entire strategic planning department.,combative; belligerent; quarrelsome; aggressive,Blue and White - Easy
pulverize,To crush or grind into powder or tiny pieces.,"The blender pulverized the ice, the strawberries, and one spoon I would rather not discuss.",crush; grind; smash; demolish,Blue and White - Easy
puny,"Small, weak, or unimpressive.",The puny umbrella surrendered to the wind after one gust and attempted to emigrate across the parking lot.,weak; tiny; feeble; insignificant,Blue and White - Easy
qualified,Having the necessary skills; or limited by conditions or reservations.,"I gave qualified approval to the camping trip: yes, provided there were beds, plumbing, walls, and no actual camping.",competent; eligible; conditional; limited,Blue and White - Easy
querulous,Frequently complaining in a whining or irritated way.,"The querulous passenger complained about the seat, the air, the snacks, and the suspicious enthusiasm of the flight attendant.",complaining; whining; peevish; fretful,Blue and White - Easy
quiescence,"A state of inactivity, stillness, or dormancy.","After the birthday party, the house entered blessed quiescence and even the balloons seemed exhausted.",stillness; dormancy; inactivity; repose,Blue and White - Easy
quixotic,"Extremely idealistic, impractical, or unrealistic.","His quixotic plan to eliminate traffic involved giving everyone a horse and making Tuesdays ""no roads day.""",idealistic; impractical; romantic; visionary,Blue and White - Easy
radical,Extreme or fundamental in nature; favoring major change.,My radical proposal to the family was that everyone put dirty dishes directly into the dishwasher.,extreme; revolutionary; fundamental; sweeping,Blue and White - Easy
rash,Acting without enough thought; also a skin eruption.,"Buying a pet goat after watching one cute video was rash, and unfortunately unrelated to the rash I got from the hay.",reckless; impulsive; hasty; eruption,Blue and White - Easy
ratify,To formally approve an agreement or decision.,The siblings ratified the peace treaty after both sides received equal access to the blue cup.,approve; confirm; endorse; validate,Blue and White - Easy
rebuff,To reject someone or something sharply.,The cat rebuffed my affectionate greeting and accepted the tuna without acknowledging me.,reject; snub; refuse; repel,Blue and White - Easy
reckless,Careless about danger or consequences.,It was reckless to give Grandpa the leaf blower before explaining that it had a turbo button.,rash; careless; foolhardy; irresponsible,Blue and White - Easy
recluse,A person who avoids other people and lives in seclusion.,Our neighborhood recluse attends only one annual event: the meeting where he asks everyone to have fewer events.,hermit; loner; solitary; introvert,Blue and White - Easy
rectify,To correct or put right.,We rectified the seating-chart error by moving Uncle Bob far away from the microphone.,correct; remedy; fix; redress,Blue and White - Easy
recuperate,To recover strength or health after illness or exertion.,"After carrying groceries up three flights, I needed to recuperate with water, a snack, and unreasonable praise.",recover; convalesce; regain strength; heal,Blue and White - Easy
refined,"Elegant, polished, or improved by removing impurities.",Her manners were refined enough for a royal banquet until someone served corn on the cob.,polished; cultured; purified; sophisticated,Blue and White - Easy
refute,To prove a statement or argument false.,"The empty cookie jar refuted my brother's claim that he had merely ""inspected"" the cookies.",disprove; rebut; contradict; invalidate,Blue and White - Easy
reiterate,To say something again for emphasis or clarity.,"Mom reiterated that the sofa was not a trampoline, apparently addressing a difficult legal ambiguity.",repeat; restate; reaffirm; emphasize,Blue and White - Easy
relevant,Closely connected to the matter being discussed.,"The judge asked for relevant evidence, so Grandpa's story about a 1974 fishing trip was gently removed from the record.",pertinent; applicable; germane; related,Blue and White - Easy
relish,To enjoy greatly; also a condiment made from chopped vegetables or fruit.,I relished winning the argument almost as much as Grandpa relished putting actual relish on foods that did not request it.,enjoy; savor; delight in; appreciate,Blue and White - Easy
render,To cause something to become; to provide or give.,One spilled smoothie rendered the kitchen floor both purple and legally slippery.,make; provide; cause; deliver,Blue and White - Easy
replete,Completely filled or well supplied with something.,"The garage was replete with tools, boxes, and at least four objects Dad described as ""important someday.""",full; filled; abundant; stocked,Blue and White - Easy
rescind,To officially cancel or withdraw something.,"Mom rescinded permission for the sleepover after hearing the phrase ""indoor water-balloon tournament.""",revoke; cancel; withdraw; repeal,Blue and White - Easy
resent,To feel bitter or angry about unfair treatment.,The dog resented the new puppy for receiving praise merely for being small and confused.,begrudge; dislike; feel bitter; take offense,Blue and White - Easy
reserved,Quiet and restrained in manner; also set aside for a particular person or purpose.,The usually reserved librarian became unexpectedly expressive when someone returned a book with spaghetti inside it.,reticent; restrained; shy; set aside,Blue and White - Easy
restraint,Self-control or a restriction that limits action.,I showed impressive restraint at the buffet by taking only one dessert per trip.,self-control; moderation; restriction; constraint,Blue and White - Easy
retain,To keep possession of or continue to have something.,Grandpa retains every receipt because one from 1987 may apparently become crucial at any moment.,keep; preserve; maintain; hold,Blue and White - Easy
retention,The act or ability of keeping or remembering something.,"My retention of historical dates is poor, but I can remember exactly who ate my dessert in 2019.",memory; preservation; keeping; maintenance,Blue and White - Easy
revere,To deeply respect and honor.,"My family reveres Grandma's lasagna recipe, and unauthorized substitutions are treated as theological disputes.",venerate; honor; esteem; worship,Blue and White - Easy
reverence,Deep respect or awe.,Dad handles his new grill with the reverence normally reserved for ancient sacred objects.,respect; veneration; awe; devotion,Blue and White - Easy
revise,To change or edit in order to improve or correct.,"I revised my plan from ""build bookshelf alone"" to ""call someone who understands screws.""",edit; amend; modify; correct,Blue and White - Easy
rotund,"Round or plump in shape; sometimes used of a full, rich voice.",The rotund pumpkin looked proud of itself until Halloween introduced carving tools.,round; plump; portly; spherical,Blue and White - Easy
rue,To bitterly regret something.,I rued the decision to give the toddler a drum five minutes before a three-hour car ride.,regret; lament; repent; deplore,Blue and White - Easy
savory,Pleasantly salty or spicy rather than sweet; appealing in taste or smell.,"The savory smell of garlic bread drifted through the house and destroyed everyone's commitment to ""just a salad.""",flavorful; appetizing; piquant; tasty,Blue and White - Easy
score,Twenty; also a number of points or a written musical composition.,"A score of cupcakes arrived for the party, which sounds dignified until you realize it means twenty cupcakes and I ate four.",twenty; tally; points; result,Blue and White - Easy
sect,"A subgroup within a larger religious, political, or philosophical group.",The tiny gardening sect believed tomatoes should be spoken to daily and cucumbers only on weekends.,faction; denomination; group; branch,Blue and White - Easy
serene,"Calm, peaceful, and untroubled.",The lake was serene until Dad inflated a giant flamingo and attempted to board it gracefully.,calm; tranquil; peaceful; placid,Blue and White - Easy
serenity,A state of calm and peacefulness.,"My morning serenity lasted until someone yelled, ""Where is the hamster?""",peace; tranquility; calm; placidity,Blue and White - Easy
servile,Excessively eager to obey or please in a degrading way.,"The servile assistant laughed at every joke the boss made, including one that was clearly just a sneeze.",submissive; obsequious; fawning; slavish,Blue and White - Easy
sever,To cut off or separate completely.,The gardener severed the vine; my son severed diplomatic relations with peas after dinner.,cut; detach; separate; divide,Blue and White - Easy
severity,"The degree to which something is harsh, serious, or intense.",The severity of the storm became clear when even the Labrador refused to go outside.,harshness; seriousness; intensity; rigor,Blue and White - Easy
skeptical,Not easily convinced; inclined to doubt.,"I was skeptical when the eight-year-old claimed he had cleaned his room ""using a revolutionary new method.""",doubtful; unconvinced; suspicious; questioning,Blue and White - Easy
sloth,Laziness or reluctance to work; also a slow-moving tree-dwelling mammal.,My Sunday sloth was so complete that the actual sloth documentary began to feel judgmental.,laziness; indolence; idleness; lethargy,Blue and White - Easy
sluggish,"Moving, reacting, or working slowly.","My brain was sluggish before coffee, responding to simple questions with what appeared to be dial-up noises.",slow; lethargic; torpid; languid,Blue and White - Easy
snare,A trap; to catch or entangle.,The dog was snared by his own leash after circling a tree with tremendous enthusiasm and no strategic planning.,trap; entangle; capture; ensnare,Blue and White - Easy
soothe,"To calm, comfort, or reduce pain or distress.","Grandma soothed the crying toddler with a cookie, proving once again that psychology sometimes comes with chocolate chips.",calm; comfort; relieve; pacify,Blue and White - Easy
sparse,Thinly scattered or present in small amounts.,"The audience was sparse: three parents, one janitor, and a man who had entered looking for the restroom.",scant; thin; meager; scattered,Blue and White - Easy
spectator,A person who watches an event rather than participating.,I remained a spectator during the family soccer game because someone needed to protect the potato salad.,observer; onlooker; viewer; witness,Blue and White - Easy
spontaneous,Happening suddenly without advance planning.,Our spontaneous road trip began when Dad missed the exit and refused to admit it.,unplanned; impulsive; impromptu; sudden,Blue and White - Easy
squalor,"Extreme dirtiness, neglect, or unpleasant living conditions.","After the teenagers' weekend alone, the kitchen had descended into a level of squalor normally studied by archaeologists.",filth; degradation; misery; dirt,Blue and White - Easy
squander,To waste something valuable recklessly.,"I squandered my free afternoon by watching one short video, then looking up to discover it was dark outside.",waste; fritter away; dissipate; misuse,Blue and White - Easy
stagnate,"To stop developing, progressing, or moving.",My language skills stagnated after I decided subtitles counted as studying.,stall; languish; cease developing; idle,Blue and White - Easy
steadfast,"Firm, loyal, and unwavering.",The dog remained steadfast beside the oven from the moment the roast went in until the final crumb disappeared.,loyal; resolute; unwavering; constant,Blue and White - Easy
straightforward,"Simple, clear, honest, and easy to understand.","The instructions claimed assembly was straightforward, which was an interesting thing to say beside 147 screws.",simple; direct; candid; uncomplicated,Blue and White - Easy
substantial,"Large, important, or considerable in amount or value.","We ordered a substantial breakfast, meaning the table briefly became invisible beneath pancakes.",considerable; significant; sizable; solid,Blue and White - Easy
subtle,Not obvious; delicate or difficult to notice.,Dad's subtle hint that it was time to leave consisted of putting on his coat and jingling the car keys directly beside my ear.,delicate; understated; faint; nuanced,Blue and White - Easy
